timestamp,Request_rate,CPU_usage,Memory_usage,Disk_IO,Network_IO,Response_time,Error_Rate_5xx
2026-02-01 00:00:00,15416.470581511938,74.08879003733283,53.248597939624446,30.0,18506.99109624433,90.37163904097443,0.19809225558576468
2026-02-01 00:10:00,14017.044743204791,65.87077030778558,51.469165655450816,29.988177442338504,16813.60882166493,97.40910231057514,0.012373164117844065
2026-02-01 00:20:00,12080.427370323328,61.35908094217927,55.2171807102973,29.897552455490718,14484.310834302469,76.90925579052234,0.2023179888224777
2026-02-01 00:30:00,11034.954865039454,52.71463355418304,41.967838080278185,29.754482456042325,13243.413683337201,69.70723717608323,0.319876807127292
2026-02-01 00:40:00,13254.804298931424,64.5788375856273,49.030920047132085,29.793623237946814,15926.003003225074,64.94303723402221,0.05772995436140338
2026-02-01 00:50:00,13893.03551503557,50.691419510326455,47.9930290624436,30.03160970648099,16663.790130873833,56.415564279828324,0.26296697343778025
2026-02-01 01:00:00,13301.726737137522,55.65244640345672,53.20525195539672,29.367109033898103,15941.129291780211,70.72538749869089,0.09585684827598709
2026-02-01 01:10:00,12901.592532601922,64.79517902199109,57.10653519937589,30.688466347431422,15470.843681519791,77.50976888671275,0.3980806157947167
2026-02-01 01:20:00,15414.560198624471,100.0,60.969922382369006,30.526032435773065,18492.81100920322,509.06389583660973,0.6482496522861515
2026-02-01 01:30:00,17032.977343427505,100.0,59.28441981389781,30.174133286219188,20448.97787392236,567.247656149027,0.17044718326765224
2026-02-01 01:40:00,12860.75315892528,100.0,52.4882945147133,31.04370989455875,15448.26823516322,406.0154854013636,0.15124849653296127
2026-02-01 01:50:00,18823.532100776552,100.0,51.96392259075195,29.17889674648475,22614.215531901435,3268.724540036535,0.03535466770402202
2026-02-01 02:00:00,17022.78010420855,100.0,62.38613689702308,31.97685498759138,20457.140282305278,3289.1045133330995,0.37811835656339066
2026-02-01 02:10:00,16250.733695326184,100.0,52.912855775608065,29.202876743060592,19501.344820489343,2353.131781205883,0.13073324960437918
2026-02-01 02:20:00,15192.462011068179,100.0,53.06468904681314,28.606111046064125,18210.695901498082,2381.846225061865,0.11447781276890032
2026-02-01 02:30:00,16036.952031176588,100.0,60.73910436454896,33.82001526778997,19248.888015263074,514.0194021990336,0.024161283577538953
2026-02-01 02:40:00,17053.296592508108,100.0,50.44313210277332,26.657786487947263,20487.5308521178,462.7068847180501,0.2983729810972063
2026-02-01 02:50:00,16244.934161712998,100.0,59.46281158903604,29.60246364302088,19465.3687082783,515.8192125472998,0.8235345718313752
2026-02-01 03:00:00,14984.567467732568,69.09229016926065,53.71776146271947,33.303262810643425,17997.898732032932,78.91261595397478,0.3768697023836722
2026-02-01 03:10:00,16717.636241640244,77.13119237913892,52.126351789745875,29.398291642494033,20073.10035138012,82.74833168560792,0.03189696240317356
2026-02-01 03:20:00,18844.05977831546,75.45009082140449,62.67691372567888,27.94097922320658,22627.647712506998,95.87208402593927,0.3822961692378671
2026-02-01 03:30:00,13621.824229328786,63.5328476799975,55.40528086806891,26.460102373941368,16339.042748267286,81.01150575980628,0.2650951517393211
2026-02-01 03:40:00,15679.026656197435,73.68478908602226,55.216022305124966,30.255615978180877,18826.381326575367,85.88877608901682,0.49815799442422876
2026-02-01 03:50:00,19088.650373831537,70.84370722279016,53.286441405314406,41.46633432104565,22889.486649763596,99.53824442580196,1.0382466185336798
2026-02-01 04:00:00,18093.538289860186,76.82620137886215,65.56476756781734,23.79389270176272,21726.450742093268,79.93832899073857,0.6633387921660152
2026-02-01 04:10:00,16037.993310169766,71.151294869971,64.51636737047161,28.569129821055704,19223.81685672443,85.28655032365897,0.39544347647556205
2026-02-01 04:20:00,19354.572995957617,100.0,56.74253098637796,19.60709806763557,23210.00196802538,383.03403893290755,0.032661265108159365
2026-02-01 04:30:00,17924.54786306052,100.0,49.0407914744206,14.356324476459504,21532.128055963996,343.9018485616629,0.5383324909947327
2026-02-01 04:40:00,19042.78632040109,100.0,67.23125342103461,40.45407446731339,22856.211052139894,362.704643482836,0.16319894013284544
2026-02-01 04:50:00,17025.945554258706,100.0,50.13286183420005,43.62096755305254,20420.072330997995,315.4471067987037,0.14755427849217462
2026-02-01 05:00:00,18871.68076105618,100.0,63.759619139927636,18.306273325620133,22654.66080129728,376.053227428288,0.07378117157564434
2026-02-01 05:10:00,19122.25726764626,100.0,54.97607980551513,36.90080868044996,22937.20431483417,285.47389820423444,0.3503216309377006
2026-02-01 05:20:00,19472.75590087206,100.0,60.46578054365155,12.682327795172473,23366.506181412748,315.7985644747986,0.6193126396580609
2026-02-01 05:30:00,18489.893356119173,79.74169135028683,74.41938861464021,29.549720175482978,22199.719654524248,92.89445891781928,0.24389980374443018
2026-02-01 05:40:00,16956.324085255324,74.31886792089797,52.972347190489764,35.70173538289504,20365.493513135854,96.79166836345408,0.0028443004138285345
2026-02-01 05:50:00,16933.300458452482,77.03689096352544,63.65886242889842,28.54639750083842,20323.244851121344,89.44435518887553,0.24191275856639458
2026-02-01 06:00:00,19585.3361692787,79.02046871259752,60.954585367808434,14.621210427735797,23534.991810796808,93.16025937582553,0.0273093795832122
