timestamp,value
2014-02-14 14:30:00,26.612748985997595
2014-02-14 14:35:00,24.00545920246526
2014-02-14 14:40:00,28.999432449207607
2014-02-14 14:45:00,32.35893068400259
2014-02-14 14:50:00,31.15929017846215
2014-02-14 14:55:00,29.201449364316826
2014-02-14 15:00:00,28.472968406462833
2014-02-14 15:05:00,29.327547960662592
2014-02-14 15:10:00,34.125505804576186
2014-02-14 15:15:00,30.38888477816996
2014-02-14 15:20:00,25.050023895008238
2014-02-14 15:25:00,30.971400268726608
2014-02-14 15:30:00,27.49574582990513
2014-02-14 15:35:00,33.89002832473207
2014-02-14 15:40:00,29.750353557716984
2014-02-14 15:45:00,28.758023933794675
2014-02-14 15:50:00,33.45038995212209
2014-02-14 15:55:00,31.13037376336474
2014-02-14 16:00:00,28.763146523484934
2014-02-14 16:05:00,33.07250135277725
2014-02-14 16:10:00,33.005024480384535
2014-02-14 16:15:00,30.23060698329735
2014-02-14 16:20:00,26.47454337464978
2014-02-14 16:25:00,32.616887780401115
2014-02-14 16:30:00,30.26383918768309
2014-02-14 16:35:00,28.79989948404699
2014-02-14 16:40:00,26.45936304201953
2014-02-14 16:45:00,28.634609632050253
2014-02-14 16:50:00,30.58688033123606
2014-02-14 16:55:00,32.96113748432258
2014-02-14 17:00:00,27.89850569393843
2014-02-14 17:05:00,31.404396277582073
2014-02-14 17:10:00,30.758373771939592
2014-02-14 17:15:00,30.573787715030278
2014-02-14 17:20:00,33.349082272120064
2014-02-14 17:25:00,30.848326834964407
2014-02-14 17:30:00,30.8840454396719
2014-02-14 17:35:00,31.058385472067098
2014-02-14 17:40:00,30.884022897139136
2014-02-14 17:45:00,26.132340952803197
2014-02-14 17:50:00,28.24320828230126
2014-02-14 17:55:00,29.33039915730859
2014-02-14 18:00:00,26.259429553828785
2014-02-14 18:05:00,30.993633945008522
2014-02-14 18:10:00,32.02715254381766
2014-02-14 18:15:00,28.571943486431447
2014-02-14 18:20:00,29.565247023009547
2014-02-14 18:25:00,32.19142674229279
2014-02-14 18:30:00,26.77769480171217
2014-02-14 18:35:00,25.50235721617023
2014-02-14 18:40:00,31.66986550423488
2014-02-14 18:45:00,31.930152404213867
2014-02-14 18:50:00,29.74805881242169
2014-02-14 18:55:00,34.94820136314551
2014-02-14 19:00:00,31.069741300071573
2014-02-14 19:05:00,28.380766390544302
2014-02-14 19:10:00,29.81706274614104
2014-02-14 19:15:00,32.454414215448374
2014-02-14 19:20:00,31.237115559782797
2014-02-14 19:25:00,31.180645609856892
2014-02-14 19:30:00,28.444474321730212
2014-02-14 19:35:00,30.378549237584515
2014-02-14 19:40:00,32.20853066851348
2014-02-14 19:45:00,28.4185268847561
2014-02-14 19:50:00,30.217249697081865
2014-02-14 19:55:00,29.18346921298031
2014-02-14 20:00:00,31.586139828187676
2014-02-14 20:05:00,28.27102115649523
2014-02-14 20:10:00,30.634089684698136
2014-02-14 20:15:00,33.58263750027334
2014-02-14 20:20:00,31.833765983496274
2014-02-14 20:25:00,27.600896778257297
2014-02-14 20:30:00,26.754832171918366
2014-02-14 20:35:00,31.581025159356372
2014-02-14 20:40:00,30.97749178164295
2014-02-14 20:45:00,30.23590610377769
2014-02-14 20:50:00,28.454224511678557
2014-02-14 20:55:00,33.205534181828654
2014-02-14 21:00:00,29.31088920392838
2014-02-14 21:05:00,31.262324300177358
2014-02-14 21:10:00,31.1209007075807
2014-02-14 21:15:00,28.039807209182158
2014-02-14 21:20:00,26.81140378081812
2014-02-14 21:25:00,31.371799336928454
2014-02-14 21:30:00,31.887727869560575
2014-02-14 21:35:00,30.924915645368266
2014-02-14 21:40:00,29.780746488548996
2014-02-14 21:45:00,28.27122725880812
2014-02-14 21:50:00,30.638725518665428
2014-02-14 21:55:00,31.045456235706745
2014-02-14 22:00:00,33.28822405638823
2014-02-14 22:05:00,31.300019142460112
2014-02-14 22:10:00,29.282765921163907
2014-02-14 22:15:00,29.516622980324218
2014-02-14 22:20:00,31.08117967474272
2014-02-14 22:25:00,31.14881765877238
2014-02-14 22:30:00,30.161334131590344
2014-02-14 22:35:00,26.981102619265414
2014-02-14 22:40:00,26.745112267488395
2014-02-14 22:45:00,30.86030767512226
2014-02-14 22:50:00,29.112829870202177
2014-02-14 22:55:00,30.645699740798925
2014-02-14 23:00:00,29.175209577462045
2014-02-14 23:05:00,30.347280806340464
2014-02-14 23:10:00,30.538129243499625
2014-02-14 23:15:00,30.48823923507431
2014-02-14 23:20:00,32.75611377048835
2014-02-14 23:25:00,29.72828753048978
2014-02-14 23:30:00,30.923067484703445
2014-02-14 23:35:00,30.426038939850816
2014-02-14 23:40:00,26.07323467759836
2014-02-14 23:45:00,30.359832503753818
2014-02-14 23:50:00,26.881672012977766
2014-02-14 23:55:00,30.604878384061706
2014-02-15 00:00:00,30.98096916467013
2014-02-15 00:05:00,29.881313390093737
2014-02-15 00:10:00,32.002844006969646
2014-02-15 00:15:00,29.176805657258317
2014-02-15 00:20:00,31.875907573822452
2014-02-15 00:25:00,31.151831602036772
2014-02-15 00:30:00,26.03340134197145
2014-02-15 00:35:00,26.095053068160208
2014-02-15 00:40:00,27.587985349739622
2014-02-15 00:45:00,28.559109350996227
2014-02-15 00:50:00,30.62222989438899
2014-02-15 00:55:00,32.37462001958922
2014-02-15 01:00:00,29.620846728792962
2014-02-15 01:05:00,28.652122935259438
2014-02-15 01:10:00,28.142690568680045
2014-02-15 01:15:00,28.436395292856986
2014-02-15 01:20:00,28.35306113109226
2014-02-15 01:25:00,34.120320123717825
