timestamp,Request_rate,CPU_usage,Memory_usage,Disk_IO,Network_IO,Response_time,Error_Rate_5xx
2026-02-01 00:00:00,4216.2702641084325,65.50485146855911,49.974218580070826,30.0,5060.01024992692,74.92308531468333,0.015037684334765537
2026-02-01 00:10:00,4408.143934348919,60.07618753681109,56.718335044155054,29.9735028651921,5285.213342464771,85.50010335840435,0.7078934641862528
2026-02-01 00:20:00,4423.572386298695,62.74088925219436,57.744746397506006,29.90215489197423,5300.053244612413,70.72048830385985,0.18268335130728294
2026-02-01 00:30:00,4581.787269489531,69.03291969675209,55.9313262940113,30.115173505681145,5492.409695330223,76.69602597596152,0.15526141634462806
2026-02-01 00:40:00,4856.442181177089,68.51324501808776,58.7422096664791,30.01294701837964,5824.7265314990145,95.72552470126197,0.17690755588867457
2026-02-01 00:50:00,4548.557103582121,65.97786719168057,62.58759237459047,30.657212414016804,5487.644867228009,72.57842368913575,0.0016164279820021204
2026-02-01 01:00:00,4605.133726751667,66.78747669577533,51.99438814500593,29.7385099570342,5516.090423203509,80.9565963739403,0.038765294224953145
2026-02-01 01:10:00,4723.649626897678,64.46642367534062,54.71822782158872,29.732326131000193,5685.581680974071,87.77057307527166,0.02338002036707132
2026-02-01 01:20:00,5221.107118040542,71.18582130746474,57.99550686406003,29.563245820005807,6265.435519021983,102.69984099817574,1.2498097318242671
2026-02-01 01:30:00,4901.182596814303,70.37944630323462,57.64899339550236,28.211574827438817,5878.549502462817,61.81602722391908,0.14731631826658484
2026-02-01 01:40:00,5160.962259986816,69.48528167283757,58.57935326708001,27.432456795303796,6230.586298608813,101.6078557304558,0.11162149041981011
2026-02-01 01:50:00,5469.040865833389,70.962921215445,59.64285589795847,31.084653125235906,6538.94583757328,83.42521334743813,0.2066640680958695
2026-02-01 02:00:00,5025.477710017532,74.45174384345799,53.262110670989415,25.7951476956994,6023.695102653716,82.89937209779121,0.33285394937094126
2026-02-01 02:10:00,5320.593297283199,68.55473836037653,63.001127014529814,31.793096102692306,6410.388044094319,80.35368611344074,0.054763028545041614
2026-02-01 02:20:00,5469.269271626082,77.0388529840974,56.15506850770116,32.96743408459875,6562.182414595757,90.68719435043836,0.054506170508701046
2026-02-01 02:30:00,5489.0826238792315,79.78689261232886,55.75843745558312,28.94624116239994,6581.244786165814,95.04953639506749,0.062371444950468605
2026-02-01 02:40:00,5725.875553568347,80.00646005528623,54.72575872265009,43.70073204323428,6872.606989052211,69.41319296699989,0.32889775202706856
2026-02-01 02:50:00,5461.885306007903,71.7835833913937,49.534783539220086,34.48868427417684,6539.742370762052,86.5169173229515,0.15066364787548087
