timestamp,Request_rate,CPU_usage,Memory_usage,Disk_IO,Network_IO,Response_time,Error_Rate_5xx
2026-03-01 00:00:00,8002.085100447968,69.24894958752787,62.063805365363976,30.0,9608.61493596853,88.44326460769614,0.0779882206244747
2026-03-01 00:10:00,5488.38223812249,49.23494415098293,46.850223975955615,30.00451479163606,6595.847828328531,85.2122423422777,0.3861406937353313
2026-03-01 00:20:00,8537.024462993979,70.34673755233662,51.56719120197731,30.06599384342915,10250.184220262912,92.56925852119053,0.39707416021286174
2026-03-01 00:30:00,8004.491963638725,72.97293349593143,50.140739451584864,29.935574408006357,9598.60883461824,87.7742168835136,0.013993402781301813
2026-03-01 00:40:00,7175.912509560527,69.12532017607492,50.174495681226716,30.24814277957847,8591.594364709554,93.45777572439496,0.34790709034926387
2026-03-01 00:50:00,6666.933877268426,64.62600089021451,54.74118726811349,29.485252786674074,8002.612883412546,89.42944421154374,0.29577221576837476
2026-03-01 01:00:00,9377.63143143639,69.28827577216929,65.89173101445343,30.96013228514934,11257.428147151611,63.807850008925385,1.0002316129243687
2026-03-01 01:10:00,8110.41720307372,65.2757155329894,55.56887441711545,28.034301901477907,9741.26259438539,82.95478391377263,0.16019979794124314
2026-03-01 01:20:00,7972.607416993082,67.0422125627387,48.83273902792837,29.723751696933004,9563.662835590185,90.4549079811163,0.10766424248754679
2026-03-01 01:30:00,9004.474785127022,74.46808302462513,53.83956001258716,28.25447221448383,10785.78845900359,97.51935744716863,0.3603041439654794
2026-03-01 01:40:00,9156.162370772729,71.0945031778265,57.56488939369328,29.294073831410795,10982.533019012322,80.63949927849195,0.4301749034584286
2026-03-01 01:50:00,9550.380968648375,70.64743976733216,61.16463875493797,26.491293798623897,11449.19935617159,92.02667691558526,0.16973081711096039
2026-03-01 02:00:00,9712.829525794528,76.06720197990633,63.53838622927505,33.22393123555377,11652.74166402677,110.0912773912921,0.1057110367857044
2026-03-01 02:10:00,9815.673896751523,71.87323979252267,54.61563575910535,32.27633421778044,11796.282800928519,86.6104115315733,0.15401319773629948
2026-03-01 02:20:00,10537.151387414744,81.32680854743148,70.24460088503307,27.94538692535513,12669.14161734664,106.15048593837703,0.47383111561572744
2026-03-01 02:30:00,8513.38559897276,63.71280124177982,45.696362521541104,26.598748542356105,10179.96713613609,65.09700905661995,0.8495209792448437
2026-03-01 02:40:00,9654.277974701838,72.18205296999925,61.90833728690191,36.335586007514635,11582.146920909647,73.06673385506583,0.34962836976577155
